duty_no,departure,origin,destination,direction,valid_days,bus_type
51,17:30,Central Park,J3,Reverse,Monday to Friday,Standard
6030,15:00,Central Park,J3,Reverse,Saturday,Standard
11,15:30,Central Park,K6,Reverse,Monday to Friday,Standard
23,16:40,Central Park,K6,Reverse,Monday to Friday,Standard
58,17:10,Central Park,K6,Reverse,Monday to Friday,Standard
57,21:00,Central Park,K6,Reverse,Monday to Friday,Standard
39,17:40,Central Park,M1,Reverse,Monday to Friday,Standard
45,18:00,Central Park,M1,Reverse,Monday to Friday,Standard
6014,14:00,Central Park,M1,Reverse,Saturday,Standard
6019,15:00,Central Park,M1,Reverse,Saturday,Standard
6017,16:00,Central Park,M1,Reverse,Saturday,Standard
6024,17:00,Central Park,M1,Reverse,Saturday,Standard
6029,18:00,Central Park,M1,Reverse,Saturday,Standard
6039,19:00,Central Park,M1,Reverse,Saturday,Standard
53,20:00,Central Park,M4,Reverse,Monday to Friday,Standard
58,21:00,Central Park,M4,Reverse,Monday to Friday,Standard
2,06:30,Central Park,N1,Reverse,Monday to Friday,Standard
44,15:00,Central Park,N1,Reverse,Monday to Friday,Standard
14,15:40,Central Park,N1,Reverse,Monday to Friday,Standard
52,16:40,Central Park,N1,Reverse,Monday to Friday,Standard
56,19:00,Central Park,N1,Reverse,Monday to Friday,Standard
61,19:30,Central Park,N1,Reverse,Monday to Friday,Standard
49,20:00,Central Park,N1,Reverse,Monday to Friday,Standard
59,21:00,Central Park,N1,Reverse,Monday to Friday,Standard
6026,13:00,Central Park,N1,Reverse,Saturday,Standard
6015,14:00,Central Park,N1,Reverse,Saturday,Standard
6020,15:00,Central Park,N1,Reverse,Saturday,Standard
6102,16:00,Central Park,N1,Reverse,Saturday,Standard
6106,17:00,Central Park,N1,Reverse,Saturday,Standard
6041,18:00,Central Park,N1,Reverse,Saturday,Standard
6034,19:00,Central Park,N1,Reverse,Saturday,Standard
6117,20:00,Central Park,N1,Reverse,Saturday,Standard
34,17:00,Central Park,S1,Reverse,Monday to Friday,Standard
35,17:30,Central Park,S1,Reverse,Monday to Friday,Standard
37,18:10,Central Park,S1,Reverse,Monday to Friday,Standard
41,18:30,Central Park,S1,Reverse,Monday to Friday,Standard
27,06:30,Central Park,T1,Reverse,Monday to Friday,Standard
64,16:00,Central Park,T1,Reverse,Monday to Friday,Standard
44,18:00,Central Park,T1,Reverse,Monday to Friday,Standard
45,15:00,Central Park,U7,Reverse,Monday to Friday,Standard
12,15:40,Central Park,U7,Reverse,Monday to Friday,Standard
115,16:30,Central Park,U7,Reverse,Monday to Friday,Standard
31,16:50,Central Park,U7,Reverse,Monday to Friday,Standard
9,17:00,Central Park,U7,Reverse,Monday to Friday,Standard
55,19:00,Central Park,U7,Reverse,Monday to Friday,Standard
51,20:00,Central Park,U7,Reverse,Monday to Friday,Standard
6027,18:00,Central Park,U7,Reverse,Saturday,Standard
42,15:00,Central Park,W4,Reverse,Monday to Friday,Standard
49,15:40,Central Park,W4,Reverse,Monday to Friday,Standard
21,18:30,Central Park,W4,Reverse,Monday to Friday,Standard
60,19:00,Central Park,W4,Reverse,Monday to Friday,Standard
40,16:10,Langenhovenpark,M4,Reverse,Monday to Friday,Standard
1,06:30,Central Park,N6,Reverse,Monday to Friday,Standard
57,16:30,Central Park,N6,Reverse,Monday to Friday,Standard
20,15:40,Central Park,H2,Reverse,Monday to Friday,Standard
30,17:10,Central Park,H2,Reverse,Monday to Friday,Standard
552,06:30,Central Park,Waterbron,Reverse,Monday to Friday,Standard
14,06:30,Central Park,Waterbron,Reverse,Monday to Friday,Standard
64,06:00,Central Park,Bayswater,Reverse,Monday to Friday,Standard
37,07:20,Central Park,Bayswater,Reverse,Monday to Friday,Standard
133,07:20,Central Park,Bayswater,Reverse,Monday to Friday,Standard
253,07:40,Central Park,Bayswater,Reverse,Monday to Friday,Standard
6123,06:30,Central Park,Bayswater,Reverse,Saturday,Standard
6219,07:00,Central Park,Bayswater,Reverse,Saturday,Standard
6022,08:00,Central Park,Bayswater,Reverse,Saturday,Standard
267,06:30,Central Park,Pitstop,Reverse,Monday to Friday,Standard
18,07:30,Central Park,Pitstop,Reverse,Monday to Friday,Standard
8,06:00,Central Park,Brandwag,Reverse,Monday to Friday,Standard
18,06:30,Central Park,Brandwag,Reverse,Monday to Friday,Standard
506,07:00,Central Park,Brandwag,Reverse,Monday to Friday,Standard
105,07:30,Central Park,Brandwag,Reverse,Monday to Friday,Standard
10,06:00,Central Park,Dan Pienaar,Reverse,Monday to Friday,Standard
39,08:00,Central Park,Dan Pienaar,Reverse,Monday to Friday,Standard
214,06:10,Central Park,Fauna,Reverse,Monday to Friday,Standard
201,07:00,Central Park,Fauna,Reverse,Monday to Friday,Standard
523,07:30,Central Park,Fauna,Reverse,Monday to Friday,Standard
210,08:00,Central Park,Fauna,Reverse,Monday to Friday,Standard
6009,07:30,Central Park,Fauna,Reverse,Saturday,Standard
16,06:30,Central Park,De Wet,Reverse,Monday to Friday,Standard
508,06:30,Central Park,De Wet,Reverse,Monday to Friday,Standard
132,07:00,Central Park,De Wet,Reverse,Monday to Friday,Standard
15,05:30,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
101,06:00,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
117,06:30,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
262,06:40,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
104,07:10,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
115,07:20,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
141,07:30,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
31,08:00,Central Park,Fichardtpark,Reverse,Monday to Friday,Standard
3,05:40,Central Park,Hamilton,Reverse,Monday to Friday,Standard
233,06:50,Central Park,Hamilton,Reverse,Monday to Friday,Standard
525,06:10,Central Park,Heuwelsig,Reverse,Monday to Friday,Standard
119,06:30,Central Park,Heuwelsig,Reverse,Monday to Friday,Standard
259,07:10,Central Park,Heuwelsig,Reverse,Monday to Friday,Standard
20,06:30,Central Park,Lillyvale,Reverse,Monday to Friday,Standard
3,07:30,Central Park,Lillyvale,Reverse,Monday to Friday,Standard
251,06:30,Central Park,Hospitaalpark,Reverse,Monday to Friday,Standard
535,07:30,Central Park,Hospitaalpark,Reverse,Monday to Friday,Standard
512,05:30,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
6,05:40,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
12,06:10,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
17,06:30,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
28,07:00,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
214,07:40,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
148,07:30,Central Park,Langenhovenpark,Reverse,Monday to Friday,Standard
6023,07:30,Central Park,Langenhovenpark,Reverse,Saturday,Standard
6507,08:00,Central Park,Langenhovenpark,Reverse,Saturday,Standard
206,07:10,Central Park,Fruit & Veg,Reverse,Monday to Friday,Standard
46,05:30,Central Park,Lourierpark,Reverse,Monday to Friday,Standard
504,06:00,Central Park,Lourierpark,Reverse,Monday to Friday,Standard
226,06:00,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
11,06:10,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
523,06:30,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
3,06:40,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
256,07:00,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
140,07:20,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
12,07:30,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
215,07:30,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
216,08:00,Central Park,Noordhoek,Reverse,Monday to Friday,Standard
541,06:40,Central Park,Ooseinde,Reverse,Monday to Friday,Standard
8,07:00,Central Park,Ooseinde,Reverse,Monday to Friday,Standard
560,07:30,Central Park,Ooseinde,Reverse,Monday to Friday,Standard
206,06:10,Central Park,Pellissier,Reverse,Monday to Friday,Standard
550,06:10,Central Park,Universitas,Reverse,Monday to Friday,Standard
121,06:30,Central Park,Universitas,Reverse,Monday to Friday,Standard
212,06:50,Central Park,Universitas,Reverse,Monday to Friday,Standard
103,07:00,Central Park,Universitas,Reverse,Monday to Friday,Standard
136,07:20,Central Park,Universitas,Reverse,Monday to Friday,Standard
117,07:30,Central Park,Universitas,Reverse,Monday to Friday,Standard
16,08:00,Central Park,Universitas,Reverse,Monday to Friday,Standard
210,06:40,Central Park,Universitas West,Reverse,Monday to Friday,Standard
10,07:00,Central Park,Universitas West,Reverse,Monday to Friday,Standard
505,07:30,Central Park,Universitas West,Reverse,Monday to Friday,Standard
1,05:40,Central Park,Vogue,Reverse,Monday to Friday,Standard
208,06:30,Central Park,Vogue,Reverse,Monday to Friday,Standard
65,07:10,Central Park,Vogue,Reverse,Monday to Friday,Standard
112,06:20,Central Park,Wilgehof,Reverse,Monday to Friday,Standard
30,06:40,Central Park,Wilgehof,Reverse,Monday to Friday,Standard
558,07:00,Central Park,Wilgehof,Reverse,Monday to Friday,Standard
546,07:30,Central Park,Wilgehof,Reverse,Monday to Friday,Standard
557,07:00,Central Park,Kwaggafontein,Reverse,Monday to Friday,Standard
7,06:20,Central Park,Makro,Reverse,Monday to Friday,Standard
536,07:30,Central Park,Makro,Reverse,Monday to Friday,Standard
154,08:00,Central Park,Makro,Reverse,Monday to Friday,Standard
5,05:20,Central Park,Vista,Reverse,Monday to Friday,Standard
538,07:30,Central Park,Vista,Reverse,Monday to Friday,Standard
523,16:30,Central Park ,Brandfort,Reverse,Monday to Friday,Standard
557,17:30,Central Park ,Brandfort,Reverse,Monday to Friday,Standard
19,06:10,Central Park,Woodland Hills,Reverse,Monday to Friday,Standard
501,06:10,Central Park,Woodland Hills,Reverse,Monday to Friday,Standard
513,06:30,Central Park,Woodland Hills,Reverse,Monday to Friday,Standard
140,15:00,Central Park,A1,Reverse,Monday to Friday,Train
108,15:30,Central Park,A1,Reverse,Monday to Friday,Train
109,16:00,Central Park,A1,Reverse,Monday to Friday,Train
165,16:30,Central Park,A1,Reverse,Monday to Friday,Train
123,17:00,Central Park,A1,Reverse,Monday to Friday,Train
159,17:10,Central Park,A1,Reverse,Monday to Friday,Train
133,17:30,Central Park,A1,Reverse,Monday to Friday,Train
158,18:00,Central Park,A1,Reverse,Monday to Friday,Train
6103,16:00,Central Park,A1,Reverse,Saturday,Train
6119,18:00,Central Park,A1,Reverse,Saturday,Train
139,16:00,Central Park,A4,Reverse,Monday to Friday,Train
113,16:30,Central Park,A4,Reverse,Monday to Friday,Train
118,17:00,Central Park,A4,Reverse,Monday to Friday,Train
174,17:30,Central Park,A4,Reverse,Monday to Friday,Train
140,18:00,Central Park,A4,Reverse,Monday to Friday,Train
156,18:30,Central Park,A4,Reverse,Monday to Friday,Train
147,17:40,Central Park,D1,Reverse,Monday to Friday,Train
6125,17:00,Central Park,D1,Reverse,Saturday,Train
6124,14:00,Central Park,D1,Reverse,Saturday,Train
6105,16:00,Central Park,D1,Reverse,Saturday,Train
6113,19:00,Central Park,D1,Reverse,Saturday,Train
114,16:30,Central Park,J1,Reverse,Monday to Friday,Train
119,17:00,Central Park,J1,Reverse,Monday to Friday,Train
157,18:30,Central Park,J1,Reverse,Monday to Friday,Train
6114,16:00,Central Park,G2,Reverse,Saturday,Train
6107,17:00,Central Park,G2,Reverse,Saturday,Train
6109,17:30,Central Park,G2,Reverse,Saturday,Train
6118,18:00,Central Park,G2,Reverse,Saturday,Train
6114,19:00,Central Park,G2,Reverse,Saturday,Train
6120,20:00,Central Park,G2,Reverse,Saturday,Train
122,17:00,Central Park,J3,Reverse,Monday to Friday,Train
160,17:40,Central Park,J3,Reverse,Monday to Friday,Train
138,18:00,Central Park,J3,Reverse,Monday to Friday,Train
155,18:30,Central Park,J3,Reverse,Monday to Friday,Train
6116,18:00,Central Park,J3,Reverse,Saturday,Train
153,15:00,Central Park,K6,Reverse,Monday to Friday,Train
131,16:00,Central Park,K6,Reverse,Monday to Friday,Train
112,16:30,Central Park,K6,Reverse,Monday to Friday,Train
124,17:00,Central Park,K6,Reverse,Monday to Friday,Train
132,17:30,Central Park,K6,Reverse,Monday to Friday,Train
136,17:40,Central Park,K6,Reverse,Monday to Friday,Train
142,18:00,Central Park,K6,Reverse,Monday to Friday,Train
151,18:30,Central Park,K6,Reverse,Monday to Friday,Train
166,19:00,Central Park,K6,Reverse,Monday to Friday,Train
165,19:30,Central Park,K6,Reverse,Monday to Friday,Train
105,15:00,Central Park,M1,Reverse,Monday to Friday,Train
110,16:00,Central Park,M1,Reverse,Monday to Friday,Train
116,16:30,Central Park,M1,Reverse,Monday to Friday,Train
117,17:00,Central Park,M1,Reverse,Monday to Friday,Train
128,17:30,Central Park,M1,Reverse,Monday to Friday,Train
162,18:30,Central Park,M1,Reverse,Monday to Friday,Train
123,06:30,Central Park,M4,Reverse,Monday to Friday,Train
167,19:30,Central Park,M4,Reverse,Monday to Friday,Train
6115,19:30,Central Park,M4,Reverse,Saturday,Train
6116,21:00,Central Park,M4,Reverse,Saturday,Train
6119,22:30,Central Park,M4,Reverse,Saturday,Train
127,17:10,Central Park,N1,Reverse,Monday to Friday,Train
171,17:30,Central Park,N1,Reverse,Monday to Friday,Train
145,18:00,Central Park,N1,Reverse,Monday to Friday,Train
153,18:30,Central Park,N1,Reverse,Monday to Friday,Train
6118,21:00,Central Park,N1,Reverse,Saturday,Train
125,17:00,Central Park,1,Reverse,Monday to Friday,Train
130,17:30,Central Park,1,Reverse,Monday to Friday,Train
148,18:10,Central Park,1,Reverse,Monday to Friday,Train
121,17:00,Central Park,T1,Reverse,Monday to Friday,Train
129,17:30,Central Park,T1,Reverse,Monday to Friday,Train
134,17:30,Central Park,U7,Reverse,Monday to Friday,Train
144,17:40,Central Park,U7,Reverse,Monday to Friday,Train
146,18:00,Central Park,U7,Reverse,Monday to Friday,Train
6110,14:00,Central Park,U7,Reverse,Saturday,Train
6101,15:00,Central Park,U7,Reverse,Saturday,Train
6104,16:00,Central Park,U7,Reverse,Saturday,Train
6108,17:00,Central Park,U7,Reverse,Saturday,Train
6110,18:00,Central Park,U7,Reverse,Saturday,Train
6121,19:00,Central Park,U7,Reverse,Saturday,Train
111,16:30,Central Park,W4,Reverse,Monday to Friday,Train
126,17:00,Central Park,W4,Reverse,Monday to Friday,Train
135,17:30,Central Park,W4,Reverse,Monday to Friday,Train
137,17:40,Central Park,W4,Reverse,Monday to Friday,Train
141,18:00,Central Park,W4,Reverse,Monday to Friday,Train
163,17:10,Central Park,N6,Reverse,Monday to Friday,Train
109,06:30,Central Park,Waterbron,Reverse,Monday to Friday,Train
144,07:20,Central Park,Waterbron,Reverse,Monday to Friday,Train
104,06:10,Central Park,Bayswater,Reverse,Monday to Friday,Train
540,06:30,Central Park,Bayswater,Reverse,Monday to Friday,Train
102,06:40,Central Park,Bayswater,Reverse,Monday to Friday,Train
130,07:00,Central Park,Bayswater,Reverse,Monday to Friday,Train
128,07:20,Central Park,Bayswater,Reverse,Monday to Friday,Train
540,07:30,Central Park,Bayswater,Reverse,Monday to Friday,Train
106,06:20,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
115,06:20,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
113,06:30,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
257,07:00,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
534,07:10,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
260,07:20,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
108,07:30,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
267,07:40,Central Park,Dan Pienaar,Reverse,Monday to Friday,Train
108,06:10,Central Park,Hamilton,Reverse,Monday to Friday,Train
116,06:20,Central Park,Hamilton,Reverse,Monday to Friday,Train
139,07:00,Central Park,Hamilton,Reverse,Monday to Friday,Train
7533,05:40,Central Park,Hamilton,Reverse,Sunday,Train
554,06:00,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
105,06:10,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
114,06:20,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
253,06:30,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
530,06:40,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
125,07:00,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
149,07:10,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
550,07:20,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
145,07:30,Central Park,Langenhovenpark,Reverse,Monday to Friday,Train
544,06:30,Central Park,Pellissier,Reverse,Monday to Friday,Train
126,07:00,Central Park,Pellissier,Reverse,Monday to Friday,Train
6125,08:00,Central Park,Pellissier,Reverse,Saturday,Train
110,06:30,Central Park,Woodland Hills,Reverse,Monday to Friday,Train
118,06:40,Central Park,Woodland Hills,Reverse,Monday to Friday,Train
147,07:30,Central Park,Woodland Hills,Reverse,Monday to Friday,Train
280,17:30,Thaba Nchu,Springfontein,Reverse,Monday to Friday,Standard
6281,07:30,Woodbridge,Thaba Nchu,Reverse,Saturday,Standard
7281,08:00,Woodbridge,Thaba Nchu,Reverse,Sunday,Standard
271,06:40,Thaba Nchu,Mariasdal,Reverse,Monday to Friday,Standard
271,13:30,Thaba Nchu,Mariasdal,Reverse,Monday to Friday,Standard
225,18:40,Thaba Nchu,Sediti,Reverse,Monday to Friday,Standard
6270,13:30,Thaba Nchu,Sediti,Reverse,Saturday,Standard
6270,17:30,Thaba Nchu,Sediti,Reverse,Saturday,Standard
7270,13:30,Thaba Nchu,Sediti,Reverse,Sunday,Standard
7270,17:00,Thaba Nchu,Sediti,Reverse,Sunday,Standard
7273,13:30,Thaba Nchu,Spitskop,Reverse,Sunday,Standard
7273,17:00,Thaba Nchu,Spitskop,Reverse,Sunday,Standard
